        Time / ns                Port1/real
               6.0026008                 -1.2195052e-008
               6.0079223                 -1.2377914e-008
               6.0132437                 -1.2522181e-008
               6.0185652                 -1.2703908e-008
               6.0292081                 -1.3096026e-008
                6.039851                 -1.3520977e-008
               6.0504939                 -1.3979498e-008
               6.0611368                  -1.447094e-008
               6.0717797                 -1.4995349e-008
               6.0824226                 -1.5551169e-008
               6.1037085                 -1.6758715e-008
               6.1249943                 -1.8086107e-008
               6.1462801                 -1.9528037e-008
               6.1675659                 -2.1084024e-008
               6.1888517                 -2.2751655e-008
               6.2101376                 -2.4533839e-008
               6.2314234                 -2.6435472e-008
               6.2420663                 -2.7431751e-008
               6.2473877                 -2.7941944e-008
               6.2527092                 -2.8363944e-008
               6.2580306                 -2.8691548e-008
               6.2633521                 -2.8889989e-008
                6.273995                 -2.9508222e-008
               6.2952808                 -3.0916608e-008
               6.3165666                 -3.2529881e-008
               6.3378525                 -3.4337548e-008
               6.3591383                 -3.6317777e-008
               6.3804241                  -3.844825e-008
               6.4017099                  -4.071326e-008
               6.4229957                  -4.310178e-008
               6.4442816                 -4.5601689e-008
               6.4655674                  -4.821635e-008
               6.4868532                 -5.0941443e-008
               6.4974961                  -5.234757e-008
               6.5028176                 -5.2896931e-008
                6.508139                 -5.3293015e-008
               6.5134605                 -5.3348242e-008
               6.5187819                 -5.3640607e-008
               6.5294248                 -5.4285713e-008
               6.5507107                 -5.5751893e-008
               6.5719965                 -5.7425718e-008
               6.5932823                 -5.9266765e-008
               6.6358539                 -6.3261824e-008
               6.7209972                 -7.1507014e-008
                6.742283                 -7.3509114e-008
               6.7476045                 -7.4004051e-008
               6.7529259                  -7.430168e-008
               6.7582474                 -7.4423552e-008
               6.7635688                 -7.3831171e-008
               6.8061405                  -7.298389e-008
               6.8487121                 -7.2244998e-008
               6.8699979                 -7.1737148e-008
               6.8912837                 -7.1034168e-008
               6.9125696                 -7.0084007e-008
               6.9338554                 -6.8843332e-008
               6.9551412                 -6.7274256e-008
                6.976427                 -6.5366362e-008
               6.9977128                 -6.3091424e-008
               7.0083557                 -6.1590172e-008
               7.0136772                 -5.9637549e-008
               7.0189987                 -5.8386106e-008
               7.0402845                 -5.3250452e-008
               7.0615703                 -4.7850397e-008
               7.0722132                  -4.502076e-008
               7.0828561                 -4.2098247e-008
                7.093499                 -3.9070835e-008
               7.1041419                 -3.5924319e-008
               7.1147848                  -3.265231e-008
               7.1254278                 -2.9242428e-008
               7.1360707                  -2.568561e-008
               7.1467136                 -2.1979598e-008
               7.1573565                 -1.8115059e-008
               7.1626779                 -1.6123468e-008
               7.1679994                 -1.4089456e-008
               7.1733208                 -1.2014166e-008
               7.1786423                 -9.8967054e-009
               7.1839638                 -7.7338835e-009
               7.1892852                  -5.527973e-009
               7.1946067                 -3.2781186e-009
               7.1999281                 -9.8327376e-010
               7.2052496                  1.3538218e-009
                7.210571                  3.7349928e-009
               7.2158925                   6.161269e-009
               7.2212139                  8.6325495e-009
               7.2265354                  1.1150279e-008
               7.2318568                  1.3714203e-008
               7.2371783                  1.6325543e-008
               7.2424998                  1.8984612e-008
               7.2478212                  2.1688902e-008
               7.2531427                  2.4164744e-008
               7.2584641                  2.6467515e-008
               7.2637856                  3.0097218e-008
               7.2744285                  3.5882328e-008
               7.2850714                  4.1829655e-008
               7.2957143                  4.7949521e-008
               7.3063572                   5.423528e-008
               7.3170001                  6.0687422e-008
                7.327643                  6.7330637e-008
               7.3382859                  7.4152935e-008
               7.3489288                  8.1151455e-008
               7.3595718                  8.8349983e-008
               7.3702147                  9.5734219e-008
               7.3808576                  1.0331865e-007
               7.4021434                   1.190861e-007
               7.4234292                  1.3565223e-007
                7.444715                  1.5303111e-007
               7.4660008                  1.7124247e-007
               7.4872867                  1.9027652e-007
               7.4979296                  2.0012093e-007
                7.503251                  2.0427524e-007
               7.5085725                  2.0787967e-007
               7.5298583                  2.2413521e-007
               7.5511441                  2.4091264e-007
               7.5724299                  2.5851808e-007
               7.5937158                  2.7683236e-007
               7.6150016                  2.9580034e-007
               7.6575732                  3.3540814e-007
               7.7001449                  3.7688961e-007
               7.7427165                   4.200955e-007
               7.7480379                  4.2562131e-007
               7.7533594                  4.2978979e-007
               7.7586809                  4.3309155e-007
               7.7640023                   4.349823e-007
               7.7852881                   4.468428e-007
               7.8278598                  4.7264141e-007
                7.913003                  5.2686265e-007
               7.9981463                  5.7829562e-007
               8.0087892                  5.8038444e-007
               8.0141107                  5.7639179e-007
               8.0194321                  5.7534775e-007
               8.0407179                  5.7197534e-007
               8.0832896                  5.6701022e-007
               8.1684329                  5.5731895e-007
               8.2110045                  5.5016689e-007
               8.2322903                   5.460506e-007
               8.2429332                  5.4389397e-007
               8.2482547                  5.4280136e-007
               8.2535761                  5.4025853e-007
               8.2588976                   5.369401e-007
                8.264219                  5.2591661e-007
                8.274862                  5.1417805e-007
               8.2961478                  4.9224935e-007
               8.3174336                   4.719997e-007
               8.3387194                  4.5320584e-007
                8.381291                  4.1877882e-007
               8.4238627                  3.8732226e-007
               8.4451485                  3.7253823e-007
               8.4664343                  3.5854235e-007
               8.4877201                  3.4542645e-007
                8.498363                  3.3927097e-007
                8.509006                  3.2977881e-007
               8.5143274                  3.1519989e-007
               8.5196489                  3.0717285e-007
               8.5302918                  2.9198222e-007
               8.5409347                  2.7791271e-007
               8.5515776                  2.6493579e-007
               8.5622205                  2.5295535e-007
               8.5728634                  2.4196099e-007
               8.5835063                  2.3195385e-007
               8.5941492                  2.2288578e-007
               8.6047921                  2.1467888e-007
                8.615435                  2.0728272e-007
                8.626078                  2.0067439e-007
               8.6367209                  1.9475284e-007
               8.6473638                  1.8958534e-007
               8.6580067                  1.8510213e-007
               8.6686496                  1.8132808e-007
               8.6792925                  1.7824542e-007
               8.6899354                  1.7579633e-007
               8.7005783                  1.7404226e-007
               8.7112212                  1.7303025e-007
               8.7218641                  1.7275864e-007
                8.732507                   1.732287e-007
                 8.74315                   1.744276e-007
               8.7484714                   1.753336e-007
               8.7537929                  1.7420378e-007
               8.7591143                  1.7217614e-007
               8.7644358                  1.6024811e-007
               8.7697572                  1.5556884e-007
               8.7750787                  1.5132241e-007
               8.7804001                  1.4758207e-007
               8.7857216                  1.4435911e-007
                8.791043                  1.4154319e-007
               8.7963645                  1.3918635e-007
                8.801686                  1.3728431e-007
               8.8070074                  1.3579853e-007
               8.8123289                  1.3474899e-007
               8.8176503                  1.3409761e-007
               8.8229718                  1.3384608e-007
               8.8282932                  1.3403269e-007
               8.8336147                  1.3461846e-007
               8.8389361                  1.3558869e-007
               8.8442576                  1.3694994e-007
               8.8495791                  1.3865791e-007
               8.8549005                  1.4071587e-007
                8.860222                  1.4312155e-007
               8.8655434                  1.4584619e-007
               8.8708649                  1.4888457e-007
               8.8815078                  1.5584772e-007
               8.8921507                  1.6395667e-007
               8.9027936                  1.7318659e-007
               8.9134365                  1.8352941e-007
               8.9240794                  1.9489767e-007
               8.9347223                   2.072491e-007
               8.9453652                  2.2056164e-007
               8.9560081                  2.3486044e-007
               8.9666511                  2.5023805e-007
                8.977294                  2.6659544e-007
               8.9879369                  2.8394228e-007
               8.9985798                  3.0226237e-007
               9.0039012                  3.0807105e-007
               9.0092227                  3.1243423e-007
               9.0145441                  3.0604039e-007
               9.0198656                  3.0776408e-007
               9.0305085                  3.1288171e-007
               9.0411514                  3.2039972e-007
               9.0517943                  3.2999267e-007
               9.0624372                  3.4161782e-007
               9.0730801                  3.5508742e-007
               9.0837231                  3.7043554e-007
                9.094366                  3.8748188e-007
               9.1050089                  4.0599714e-007
               9.1156518                  4.2588862e-007
               9.1262947                  4.4691307e-007
               9.1369376                  4.6896624e-007
               9.1475805                  4.9198304e-007
