        Time / ns                Port1/real
               5.7575936                  2.2696246e-009
               5.7618871                  2.1973837e-009
               5.7661806                  2.1371508e-009
               5.7747676                  2.0055336e-009
               5.7790611                  1.9339169e-009
               5.7833546                  1.8582565e-009
               5.7876481                  1.7784533e-009
               5.7919416                  1.6944318e-009
               5.7962351                  1.6061045e-009
               5.8005286                  1.5133511e-009
               5.8048221                  1.4160425e-009
               5.8091157                  1.3140771e-009
               5.8134092                   1.207384e-009
               5.8177027                  1.0958875e-009
               5.8219962                  9.7947751e-010
               5.8262897                  8.5802349e-010
               5.8305832                  7.3141688e-010
               5.8348767                  5.9958828e-010
               5.8391702                  4.6247788e-010
               5.8434637                   3.199971e-010
               5.8477572                  1.7202567e-010
               5.8520507                  1.8448483e-011
               5.8563442                 -1.4081662e-010
               5.8606377                 -3.0583304e-010
               5.8649313                 -4.7667827e-010
               5.8692248                 -6.5345326e-010
               5.8735183                 -8.3625781e-010
               5.8778118                 -1.0251691e-009
               5.8821053                 -1.2202521e-009
               5.8863988                 -1.4215884e-009
               5.8906923                 -1.6292851e-009
               5.8949858                 -1.8434487e-009
               5.8992793                 -2.0641573e-009
               5.9035728                 -2.2914665e-009
               5.9078663                 -2.5254439e-009
               5.9121598                 -2.7661861e-009
               5.9164533                 -3.0137969e-009
               5.9207468                 -3.2683542e-009
               5.9293339                 -3.7985113e-009
               5.9379209                 -4.3572174e-009
               5.9465079                 -4.9451789e-009
               5.9550949                  -5.562894e-009
               5.9636819                  -6.211002e-009
               5.9722689                 -6.8900854e-009
                5.980856                  -7.600651e-009
                5.989443                 -8.3433819e-009
                 5.99803                 -9.1187999e-009
               6.0023235                 -9.4653511e-009
                6.006617                 -9.7692354e-009
                6.015204                  -1.046229e-008
                6.023791                  -1.118181e-008
                6.032378                 -1.1947317e-008
               6.0409651                 -1.2759085e-008
               6.0495521                 -1.3616182e-008
               6.0581391                 -1.4519446e-008
               6.0667261                 -1.5467943e-008
               6.0753131                 -1.6461604e-008
               6.0839001                 -1.7500384e-008
               6.0924871                 -1.8583145e-008
               6.1010742                  -1.971027e-008
               6.1096612                 -2.0880805e-008
               6.1268352                 -2.3350227e-008
               6.1440092                 -2.5986738e-008
               6.1611833                 -2.8786053e-008
               6.1783573                 -3.1744164e-008
               6.1955313                 -3.4855413e-008
               6.2127054                 -3.8113604e-008
               6.2298794                 -4.1513898e-008
               6.2470534                 -4.5051953e-008
               6.2513469                 -4.5866052e-008
               6.2556404                 -4.6476921e-008
               6.2642274                 -4.7652403e-008
               6.2814015                 -5.0212914e-008
               6.2985755                 -5.2930853e-008
               6.3157495                 -5.5776883e-008
               6.3500976                 -6.1734722e-008
               6.3844457                 -6.7855409e-008
               6.4187937                 -7.3925165e-008
               6.4531418                 -7.9756237e-008
               6.4874898                 -8.5180018e-008
               6.4960769                 -8.6456183e-008
               6.5003704                   -8.70536e-008
               6.5046639                 -8.7338199e-008
               6.5089574                 -8.7255897e-008
               6.5132509                 -8.7356232e-008
               6.5218379                 -8.7533879e-008
               6.5390119                 -8.7772956e-008
                6.556186                 -8.7814742e-008
                 6.57336                 -8.7613062e-008
                6.590534                 -8.7124374e-008
               6.6077081                 -8.6311397e-008
               6.6248821                 -8.5139427e-008
               6.6420561                 -8.3579609e-008
               6.6592301                  -8.160465e-008
